DateTime,Date,demand
2018-01-05 00:00:00,20180105T00Z,7595.772074114821
2018-01-05 01:00:00,20180105T01Z,8050.132156226101
2018-01-05 02:00:00,20180105T02Z,8132.853903639998
2018-01-05 03:00:00,20180105T03Z,8130.938242120939
2018-01-05 04:00:00,20180105T04Z,7947.383038385681
2018-01-05 05:00:00,20180105T05Z,7600.474152388874
2018-01-05 06:00:00,20180105T06Z,7279.339621375766
2018-01-05 07:00:00,20180105T07Z,7063.044020769324
2018-01-05 08:00:00,20180105T08Z,6985.372653723854
2018-01-05 09:00:00,20180105T09Z,6981.367179638549
2018-01-05 10:00:00,20180105T10Z,7067.920250090564
2018-01-05 11:00:00,20180105T11Z,7276.727355667958
2018-01-05 12:00:00,20180105T12Z,7708.97025478647
2018-01-05 13:00:00,20180105T13Z,8286.977580400628
2018-01-05 14:00:00,20180105T14Z,8541.586411388244
2018-01-05 15:00:00,20180105T15Z,8396.518589081346
2018-01-05 16:00:00,20180105T16Z,8105.86049132599
2018-01-05 17:00:00,20180105T17Z,7777.5857673782075
2018-01-05 18:00:00,20180105T18Z,7407.340641058323
2018-01-05 19:00:00,20180105T19Z,7038.83702521031
2018-01-05 20:00:00,20180105T20Z,6762.459313324299
2018-01-05 21:00:00,20180105T21Z,6543.377295962861
2018-01-05 22:00:00,20180105T22Z,6390.64682757973
2018-01-05 23:00:00,20180105T23Z,6383.506634645057
2018-01-06 00:00:00,20180106T00Z,6659.361893389505
2018-01-06 01:00:00,20180106T01Z,7090.5598862248935
2018-01-06 02:00:00,20180106T02Z,7164.922383373807
2018-01-06 03:00:00,20180106T03Z,7202.190707471857
2018-01-06 04:00:00,20180106T04Z,7170.495216883796
2018-01-06 05:00:00,20180106T05Z,7001.046247970698
2018-01-06 06:00:00,20180106T06Z,6777.610454429581
2018-01-06 07:00:00,20180106T07Z,6594.751854883071
2018-01-06 08:00:00,20180106T08Z,6520.389357734158
2018-01-06 09:00:00,20180106T09Z,6518.647847262287
2018-01-06 10:00:00,20180106T10Z,6594.22940174151
2018-01-06 11:00:00,20180106T11Z,6728.15155702843
2018-01-06 12:00:00,20180106T12Z,6964.474528061395
2018-01-06 13:00:00,20180106T13Z,7258.963948854869
2018-01-06 14:00:00,20180106T14Z,7515.488441361545
2018-01-06 15:00:00,20180106T15Z,7573.82904216924
2018-01-06 16:00:00,20180106T16Z,7408.9080004830075
2018-01-06 17:00:00,20180106T17Z,7136.01330954074
2018-01-06 18:00:00,20180106T18Z,6787.362913072062
2018-01-06 19:00:00,20180106T19Z,6467.099137294889
2018-01-06 20:00:00,20180106T20Z,6206.56917070291
2018-01-06 21:00:00,20180106T21Z,6017.61528450485
2018-01-06 22:00:00,20180106T22Z,5939.073162223444
2018-01-06 23:00:00,20180106T23Z,5965.02166825433
2018-01-07 00:00:00,20180107T00Z,6225.203332751935
2018-01-07 01:00:00,20180107T01Z,6569.848255135309
2018-01-07 02:00:00,20180107T02Z,6594.403552788697
2018-01-07 03:00:00,20180107T03Z,6541.287483396616
2018-01-07 04:00:00,20180107T04Z,6442.543839641501
2018-01-07 05:00:00,20180107T05Z,6242.966739565025
2018-01-07 06:00:00,20180107T06Z,5988.009606483034
2018-01-07 07:00:00,20180107T07Z,5763.180604564421
2018-01-07 08:00:00,20180107T08Z,5610.101834086914
2018-01-07 09:00:00,20180107T09Z,5525.98687829552
2018-01-07 10:00:00,20180107T10Z,5490.808366763715
2018-01-07 11:00:00,20180107T11Z,5517.6276280305365
2018-01-07 12:00:00,20180107T12Z,5628.213542994378
2018-01-07 13:00:00,20180107T13Z,5800.100626568097
2018-01-07 14:00:00,20180107T14Z,5988.357908577408
2018-01-07 15:00:00,20180107T15Z,6171.390659171105
2018-01-07 16:00:00,20180107T16Z,6314.716971006132
2018-01-07 17:00:00,20180107T17Z,6342.406987508888
2018-01-07 18:00:00,20180107T18Z,6303.223001891779
2018-01-07 19:00:00,20180107T19Z,6258.988635906243
2018-01-07 20:00:00,20180107T20Z,6226.422390082245
2018-01-07 21:00:00,20180107T21Z,6168.2559403217365
2018-01-07 22:00:00,20180107T22Z,6152.408195027706
2018-01-07 23:00:00,20180107T23Z,6220.152952383508
2018-01-08 00:00:00,20180108T00Z,6453.863657708665
2018-01-08 01:00:00,20180108T01Z,6639.856976104544
2018-01-08 02:00:00,20180108T02Z,6607.290730280547
2018-01-08 03:00:00,20180108T03Z,6471.97536661613
2018-01-08 04:00:00,20180108T04Z,6259.511089047804
2018-01-08 05:00:00,20180108T05Z,5930.888063005648
2018-01-08 06:00:00,20180108T06Z,5591.467672037889
2018-01-08 07:00:00,20180108T07Z,5363.32980022272
2018-01-08 08:00:00,20180108T08Z,5269.984838930406
2018-01-08 09:00:00,20180108T09Z,5261.103135523862
2018-01-08 10:00:00,20180108T10Z,5357.408664618357
2018-01-08 11:00:00,20180108T11Z,5602.613339057867
2018-01-08 12:00:00,20180108T12Z,6105.213261239987
2018-01-08 13:00:00,20180108T13Z,6828.985013349791
2018-01-08 14:00:00,20180108T14Z,7154.473320542578
2018-01-08 15:00:00,20180108T15Z,7067.571947996189
2018-01-08 16:00:00,20180108T16Z,6927.206203963345
2018-01-08 17:00:00,20180108T17Z,6805.300470932339
2018-01-08 18:00:00,20180108T18Z,6652.570002549206
2018-01-08 19:00:00,20180108T19Z,6501.406893590758
2018-01-08 20:00:00,20180108T20Z,6390.995129674104
2018-01-08 21:00:00,20180108T21Z,6283.543933559631
2018-01-08 22:00:00,20180108T22Z,6198.035769390739
2018-01-08 23:00:00,20180108T23Z,6221.894462855379
2018-01-09 00:00:00,20180109T00Z,6452.296298283982
2018-01-09 01:00:00,20180109T01Z,6897.600525941529
2018-01-09 02:00:00,20180109T02Z,6958.553392457032
2018-01-09 03:00:00,20180109T03Z,6920.936766264607
2018-01-09 04:00:00,20180109T04Z,6755.493271436813
2018-01-09 05:00:00,20180109T05Z,6431.746474715897
2018-01-09 06:00:00,20180109T06Z,6145.7904552345935
2018-01-09 07:00:00,20180109T07Z,5933.6744797606425
2018-01-09 08:00:00,20180109T08Z,5878.120295707941
2018-01-09 09:00:00,20180109T09Z,5932.281271383145
2018-01-09 10:00:00,20180109T10Z,6083.096078247219
2018-01-09 11:00:00,20180109T11Z,6352.856050340118
2018-01-09 12:00:00,20180109T12Z,6900.9093958380845
2018-01-09 13:00:00,20180109T13Z,7699.566098238364
2018-01-09 14:00:00,20180109T14Z,7979.949284209679
2018-01-09 15:00:00,20180109T15Z,7785.248413454443
2018-01-09 16:00:00,20180109T16Z,7542.133551581179
2018-01-09 17:00:00,20180109T17Z,7324.096440502864
2018-01-09 18:00:00,20180109T18Z,7086.728563186776
2018-01-09 19:00:00,20180109T19Z,6865.905035353468
2018-01-09 20:00:00,20180109T20Z,6691.928139213503
